dumbSQ,smartSQ,dumbLIB,smartLIB
24,17,20.87,17.58
21,18,22.18,18.35
22,20,20.63,18.67
25,17,21.27,19.58
25,17,20.1,18.5
24,16,20,18.6
26,21,21.62,18.45
24,18,22.48,18.63
22,17,19.87,19.97
22,19,22.22,18.13
22,18,21.13,18.28
26,16,21.7,19.77
22,18,21.13,20.22
27,18,21.72,19.15
26,17,22.03,19.92
22,16,20.7,18.25
24,20,20.62,17.95
22,18,21.72,18.6
25,18,21,18.33
26,17,20.33,20.7
24,18,21.32,19.1
23,16,22.45,18.1
25,18,21.33,18.83
24,16,20.38,20.08
27,17,21.63,17.75
23,18,19.9,18.55
24,18,18.87,17.5
25,17,19.72,19
24,17,19.57,18.97
24,17,19.58,18.97
26,17,20.05,18.4
23,21,21.83,18.1
24,16,19.93,18.38
27,19,21.87,18.23
22,17,22.33,18.62
26,18,19.67,17.62
28,17,22.05,18.1
22,18,21.08,17.72
23,19,21.37,19.22
25,19,24.3,17.5
24,17,22.18,18.8
20,16,22.38,18.38
27,16,18.9,19.88
23,17,21.05,19.37
25,18,23.68,18
22,16,22.87,19.2
25,16,21.15,17.83
26,17,20.63,18.53
26,16,21.25,17.78
28,17,19.2,18.33
23,19,21.78,18.37
24,18,20.55,17.67
24,20,22.32,18.93
25,17,23.18,17.88
25,17,20.77,18.38
25,17,21.83,18.08
25,17,21.87,17.97
24,16,21.6,18.47
24,17,21.25,18.18
21,18,20.58,18.97
25,18,19.32,17.87
26,17,21.15,17.82
26,17,20.93,19.45
26,18,20.88,20.35
24,17,22.25,17.95
25,16,20.48,18.57
30,20,20.38,18.6
22,19,21.57,18.1
25,20,21.05,18.98
23,17,22.57,17.88
24,17,21.8,20.33
26,17,21.55,19.35
26,17,21.43,17.9
22,18,21.67,18.48
26,19,23.45,19.22
24,18,20.23,18.43
21,16,21.02,17.58
27,16,21.47,18.08
26,20,21.52,17.85
22,17,20.2,18.25
26,17,19.48,18.08
26,16,22.18,19.28
24,18,20.42,19.33
26,18,23.33,19.53
23,18,21.13,20.4
25,17,23.87,17.93
26,17,22.02,19.13
24,18,21.25,18.42
23,18,22.37,18.45
23,18,21.3,19.42
22,17,21,18.72
23,17,20.87,18.22
27,19,21.32,19.43
23,19,21.47,19.35
24,17,20.05,18.98
23,17,21.58,20.22
22,17,20,17.55
27,16,21.12,19.35
23,16,21.98,19.67
25,18,20.07,18.28
23,18,20.22,17.85
24,16,21.45,18.07
26,18,21.23,19.27
24,18,20.82,20.7
24,18,19.82,17.97
25,22,22.48,17.5
25,16,20.57,18.52
23,16,20.15,18.43
24,18,21.85,20.45
23,17,20.8,18.23
26,17,23.2,18.23
26,17,21.5,18.13
23,19,22.15,18.9
26,16,19.92,18.07
26,17,22.12,18.35
23,17,21.27,18.8
22,16,20.9,19.4
23,17,18.48,20.5
28,18,22.23,18.35
29,19,20.9,18.15
25,16,21.23,19.48
27,17,21.1,17.88
25,17,19.72,18.02
23,18,21.42,18.57
23,16,19.87,18.17
19,17,20.62,18.5
24,17,21.7,17.57
24,19,23.23,18.65
25,17,20.23,20.45
23,17,20.37,19.82
25,21,20.45,19.22
24,18,21.68,18.1
28,18,20.73,19.65
26,19,21.68,18.35
23,19,21.45,18.95
25,17,20.2,18.48
27,16,21.7,18.98
26,17,19.12,18.22
24,17,20.12,19.2
23,17,20.28,18.13
23,16,21.33,19.48
22,16,21.32,17.78
25,18,21.6,18.8
22,16,21.85,18.95
26,18,21.67,18.2
24,16,20.48,17.55
27,16,20.2,18.47
22,19,22.98,18.85
24,19,21.5,17.92
25,16,19.3,17.95
21,19,20.53,18.42
23,18,22.53,18.42
24,17,21.23,19.17
23,17,22.02,17.97
23,19,21.12,19.42
25,16,20.55,19.25
23,18,22.68,18.42
25,19,21.57,19.08
24,18,20.87,18.15
24,16,21,18.82
27,19,20.32,18.6
25,16,20.88,19.63
26,17,21.17,18.12
23,17,21.82,17.5
21,16,21.45,17.8
24,17,22.53,20.15
28,18,20.33,18.93
26,16,20.03,19.73
27,16,20.5,19.43
23,18,22.78,21.2
23,18,19.68,18.25
24,17,20.63,18.65
23,16,21.48,17.97
24,16,21.53,19.35
28,18,21.4,20.58
21,17,22.07,17.5
26,17,20.17,19.42
24,18,20.18,19.87
23,18,21.87,19.98
27,17,21.57,18.42
26,17,21.9,18.1
24,18,22.03,20.33
22,20,22.15,17.98
24,18,21.72,18.1
24,19,20.75,18.42
23,20,21.45,18.85
22,17,21.43,18.28
27,17,20.35,19.4
22,16,20.18,19.75
20,16,20.58,17.5
26,17,20.92,18.78
21,20,20.77,18.42
24,18,20.22,18.18
24,19,23.7,18.77
23,19,19.93,19.43
24,17,20.97,21.37
22,17,21.43,19.15
28,19,20.65,17.5
24,16,21.87,18.2
24,19,21.1,17.5
25,19,20.82,19.58
21,17,23,18.3
24,16,20.83,18.35
24,18,22.23,18.38
24,17,19.97,19.13
22,17,21.45,19.32
26,17,22.5,18.7
23,19,19.3,18.15
24,16,20.08,18.85
27,17,20.28,18.5
23,17,19.9,18.25
24,18,23.18,18.08
23,17,22.17,18.92
22,17,22.93,17.5
19,18,23.47,20.03
22,18,20.47,19.13
25,17,19.62,19.05
26,18,21.92,18.08
24,18,21.07,18.53
26,19,22.07,17.5
26,18,19.95,17.68
25,18,21.8,18.03
24,17,21.47,20.02
25,21,19.37,17.5
22,18,21.77,19
27,21,20.62,18.25
20,16,20.2,17.82
24,16,21.83,19.05
26,17,20.22,19.85
25,18,19.65,18.15
24,16,22.1,19.62
23,17,21.22,17.75
26,18,21.87,19.12
21,16,19.35,20.12
22,17,18.62,19.02
23,17,21.65,19.2
27,21,20.42,18.2
21,16,22.67,18.27
22,16,20.45,18.7
27,17,20.08,18.75
22,16,20.07,18.53
25,17,20.68,18.57
24,19,22.02,19.52
26,16,22.48,18.67
27,16,19.8,18.15
23,18,20.42,19.12
25,16,20.18,20.02
24,19,21.43,19.37
27,17,21.95,20.28
26,18,22.82,19.23
24,18,22.05,18.25
22,17,19.22,19.4
23,20,21.97,18.47
26,18,20.83,18.18
24,17,21.28,18.5
23,16,22.15,18.38
24,17,20.32,18.12
22,19,20.18,19.52
26,16,20.22,18.4
26,16,21.17,18.4
24,17,19.82,19.3
25,16,21.72,20.17
23,17,20.8,18.2
28,17,19.47,19.9
25,17,21.85,19.1
25,17,20.83,17.58
25,19,21.68,20.22
25,19,20.48,18.97
21,17,20.57,18.63
22,17,20.57,18.78
24,18,19.58,19.03
22,18,20.55,17.87
23,16,20.95,19.25
23,18,21.18,18.22
22,16,20.88,19.37
22,19,21.93,20.15
25,17,19.8,18.2
21,16,21.18,18.12
26,19,21.43,19.05
25,17,22.28,17.5
29,16,20.07,18.73
25,17,22.78,17.5
24,18,19.43,17.85
24,18,20.12,19.27
27,18,22.05,17.78
24,17,21.17,17.62
26,18,22.53,19.45
23,18,20.75,17.5
23,17,21.93,18.07
24,17,22.07,18.7
22,16,19.85,20.18
25,17,20.08,18.65
23,17,20.28,17.72
21,19,20.67,19.08
24,17,20.18,19.93
20,17,20.18,19.45
23,17,22.82,19.98
26,17,22.13,19.27
25,18,19.78,17.82
22,17,21.12,18.75
26,16,19.98,18.97
20,19,22.47,19.78
22,20,21.95,18
23,20,20.72,19.28
25,17,19.28,18.22
22,18,21.33,18.3
24,17,21.43,19.82
21,18,21.62,18.5
28,17,21.28,18.42
30,19,19.07,18.25
28,17,22.35,19.32
24,19,20.73,18.17
27,17,20.47,19.27
25,18,21.92,18.8
26,18,22.53,18.25
18,17,19.23,19.25
23,19,22.07,18.7
24,16,18.87,19.47
19,18,21.02,19.62
24,17,21.22,18.55
23,18,23.25,18.72
24,17,21.32,18.58
24,17,20.62,18.73
26,18,22.05,17.68
22,17,22.7,19.52
21,17,21.07,17.8
24,17,20.15,17.88
28,17,22.1,18.05
26,17,22.07,19.68
24,16,22.25,18.42
22,19,21.18,18.92
21,17,21.65,18.5
25,20,21.08,17.78
25,19,20.65,18.13
26,17,23.3,18.1
24,19,20.88,18.18
20,18,19.95,18.03
24,17,21.7,18.9
24,18,19.68,17.57
27,16,21.22,19.05
25,17,20.48,18.85
22,17,21.95,17.5
22,17,19.95,18.63
26,18,20.7,17.92
25,18,19.15,18.83
24,19,22,18.73
21,20,21.92,19.38
28,17,20,18.15
22,16,22.52,17.57
24,17,23.6,19.55
26,18,22.48,19.9
22,16,21.12,19.22
25,16,18.72,18.82
21,16,23.15,18.1
22,18,20.8,19
23,17,19.98,19.55
22,17,21.65,18.32
22,19,21.02,17.93
26,18,20.4,20.52
27,18,20.23,18.85
22,19,23.77,19.85
26,17,21.32,18.27
25,17,22.63,18.45
24,18,20.5,17.93
23,17,22.25,19.27
24,17,22.05,19.1
26,16,22.03,18.35
28,17,21.25,19.07
22,17,23.62,19.1
24,17,21.05,17.63
24,20,20.87,18.68
21,17,20.67,18.75
24,17,22,18.43
21,21,20.75,18.9
27,19,20.27,19.3
24,17,20.4,17.72
23,17,19.42,18.42
24,21,19.97,18.85
21,17,21.08,18.55
22,20,20.43,19.57
22,17,22.9,18.35
25,16,21.12,19.37
24,16,22,18.68
24,19,23.1,18.58
25,17,23.03,19.5
25,16,20.88,18.9
27,17,22.78,18.78
27,19,21.9,18.03
22,16,20.65,17.58
22,17,20.97,20.08
22,17,22.72,18.75
23,16,21.73,19.55
22,19,20.42,18.7
21,19,20.75,18.62
20,16,22.48,18.55
21,17,23.25,18.27
24,18,22.38,18.4
23,16,18.92,19.63
26,18,21.42,18.17
23,19,21.67,18.02
23,19,21.02,17.5
21,18,21.27,18.2
25,18,21.28,19.4
23,16,21.42,18.83
25,18,20.78,19.45
24,16,21.47,18.62
26,16,21,19.6
28,18,21.4,19.37
23,16,21.92,18.67
24,16,21.12,19.93
23,18,20.08,18.58
26,16,19.33,17.9
22,17,22.02,18.82
23,19,22.22,17.5
25,19,20.35,19.32
25,17,20.05,18.75
19,16,21.83,18.2
21,18,21.9,19.27
23,17,20.98,17.6
20,18,20.88,19.08
28,16,20.97,18.67
27,18,21.18,19.17
19,17,21.45,17.55
24,19,22.2,18.93
24,16,20.67,19.98
27,17,20.32,17.92
25,18,19.92,18.05
21,17,22.88,19.03
24,19,20.12,19.58
23,16,23.18,18.35
25,17,21.38,19.33
23,18,21.9,18.2
19,19,22.52,17.68
26,17,21.35,18.53
26,18,23.17,18.33
21,20,21.92,18.62
24,19,21.25,19.33
21,16,22.08,18.17
26,19,18.3,18.08
27,19,20.92,19.27
24,16,21.18,18.3
24,16,23.37,17.62
22,19,20.4,17.93
25,17,20.87,18.15
24,16,20.98,17.63
24,18,20.32,18.27
24,18,21.9,19.33
22,18,22.92,17.57
23,16,21.73,19.3
25,17,21.63,20.67
24,18,21.67,18.42
24,17,22.7,17.73
23,16,21.07,18.77
23,19,22.23,18.5
24,19,18.82,19.65
23,19,21.72,18.48
25,20,20.53,19.47
22,17,19.98,17.5
25,17,21.22,18.88
25,18,20.77,18.73
22,17,21.32,17.68
25,17,21.4,18.77
23,16,22.93,19.87
26,16,19.68,19.67
24,20,21.58,18.92
22,16,20.48,17.53
25,21,22.2,17.78
27,18,21.3,18.68
26,20,21.02,18.62
21,17,19.2,19.8
25,20,21.25,17.63
25,18,21.37,17.78
25,17,19.32,17.5
22,16,21.17,17.5
24,18,20.48,19.98
22,16,20.18,17.68
25,18,21.3,17.5
24,20,21.38,19.15
26,19,22.23,20.28
26,17,20,17.63
23,17,21.03,18.2
23,18,20.77,17.92
26,18,21.75,18.6
26,17,20.45,18.63
25,16,20.58,18.53
23,18,21.07,18.87
24,18,21.12,19.97
24,17,20.23,19.6
24,17,20.1,20.22
22,16,21.18,18.35
25,17,22.95,17.6
23,19,21.1,18.35
23,19,21.38,17.5
23,18,19.65,19.45
26,16,19.4,17.5
28,17,19.83,18.47
23,16,20.23,17.87
25,16,22.43,18.8
25,18,20.43,17.5
24,18,21.5,18.68
25,17,19.87,18.37
22,18,20.85,18
21,17,22.42,18.42
24,16,20.62,18.3
27,19,20.33,20.22
24,18,21.25,18.25
23,18,21.37,18.77
26,17,21.82,18.63
22,17,21.2,19.63
25,19,19.32,19.27
25,17,21.35,19.22
25,17,21.9,18.88
23,16,19.3,19.63
24,17,21.1,18.88
23,17,22.15,17.88
24,19,19.73,19.07
24,16,21.97,18.32
28,17,21.48,17.88
23,16,20.73,18.77
23,17,20.9,18.58
23,17,19.67,18.33
25,18,22.55,20.5
26,20,21.53,19.23
26,18,19.55,20.9
27,18,21.13,19.02
26,17,21.28,18.92
23,18,20.62,18.42
20,18,20.85,19.63
27,18,20.98,19.27
24,17,20.93,18.62
25,18,20.83,19.02
26,19,20.4,19.62
22,17,20.22,18.88
22,19,20.05,18.75
24,17,21.53,17.83
25,16,20.55,18.17
24,17,22,18.25
28,17,21.23,20.03
24,16,22.6,18.13
24,18,22.47,17.97
28,17,23.4,18.4
23,16,20.92,20.37
21,17,22.63,18.32
23,17,21.33,18.27
25,17,21.87,17.5
22,20,20.65,18.07
21,18,21.2,20.03
23,17,20.62,18.05
27,18,20.2,19.38
24,21,20.32,19.25
25,18,22.22,17.8
26,18,20.98,18.77
26,18,22.8,19.03
22,17,19.78,18.17
22,17,20.95,18.02
25,20,19,18.37
24,19,18.95,18.23
24,17,21.15,20.97
24,17,20.38,18.48
26,17,21.67,19.63
23,16,20.03,18.88
21,18,21.75,19.98
24,16,21.57,19.32
22,17,22.77,18.47
26,16,20.25,18.57
24,18,20.9,18.37
26,17,20.7,17.9
25,16,20.45,20.28
24,18,21.2,18.45
23,16,22.05,18.03
25,16,21.05,18.92
24,16,20.53,18.57
24,16,19.53,17.5
22,17,20.08,18.48
26,17,20.57,17.58
24,18,20.68,18.08
23,18,20.07,20.68
23,19,19.42,19.22
25,16,19.67,20.3
23,17,20.08,17.82
22,17,21.63,17.5
25,16,19.33,19.25
28,19,23.68,17.72
20,17,20.05,18.15
24,19,22.73,17.72
22,18,19.63,17.5
22,18,20.77,19.93
23,19,20.93,17.85
24,17,21.9,19.15
23,19,22.17,18.03
27,18,21.97,18.12
22,17,20.55,18.37
25,19,21.98,19.03
22,17,21.13,18.07
23,18,21.35,17.52
25,16,21.6,18.48
26,18,20.82,18.58
23,16,20.72,17.8
24,19,22.83,19.95
24,18,22.08,18.03
26,17,19.93,18.77
23,17,19.77,20.3
25,18,21.52,18.92
25,17,21.3,18.18
26,17,19.93,19.07
22,19,18.93,19.12
26,18,19.98,18.3
24,16,19.83,19.73
22,17,22.57,18.45
23,19,20.25,17.5
24,18,20.98,18.25
27,17,22.77,18.78
24,18,20.57,18.35
26,19,21.38,17.52
23,17,21.33,17.9
24,18,19.32,18.37
24,16,20.65,18.42
24,17,21.63,20.28
21,17,20.52,19.2
25,17,20.9,17.5
24,17,19.33,18.92
23,16,19.87,18.53
26,21,20.88,18.38
28,16,21.5,18.87
24,17,21.62,19.1
21,21,19.67,19.03
25,19,20.97,19.43
24,16,20.37,18.9
25,18,19.92,18.58
23,20,22.02,18
25,17,23.03,18.52
25,19,21.18,18.37
22,17,21.18,19.2
26,17,19.48,17.5
23,19,21.2,19.3
28,18,21.43,18
25,17,18.83,20.22
28,20,21.6,18.97
21,17,21.13,18.9
24,18,19.23,18.75
29,16,21.38,18.52
24,16,22.05,19.07
23,20,21.88,19.12
21,17,20.08,19.58
26,17,21.28,18.98
28,17,22.3,19.48
24,19,21.48,18.62
23,17,19.85,18.77
25,16,21.45,19.75
23,18,22.45,18.58
23,16,20.78,17.53
25,21,22.12,19
24,18,19.32,19.65
27,17,22.02,18.28
24,17,20.37,19.08
22,17,20.62,18.3
28,17,21.53,17.95
23,16,19.7,18.92
24,16,22.92,19.55
27,17,20.17,18.98
23,16,20.78,18.53
26,17,20.35,19.33
27,17,21.8,18.47
24,17,19.67,19.18
28,17,21.25,18.42
22,17,20.93,18.7
27,16,20.52,19.05
23,17,20.57,18.23
22,16,20.52,19.1
22,18,19.95,19.53
28,18,20.77,17.77
25,18,20.87,18.62
25,18,20.92,19
27,16,21.35,17.87
21,17,20.18,19.73
25,17,19.77,18.6
23,20,21.1,18.17
21,17,21.47,18.57
25,17,19.65,17.8
26,19,20.22,18.4
23,18,22.18,17.87
27,17,20.12,17.55
24,20,21.32,17.8
23,18,20.5,17.63
21,16,20.87,17.5
24,18,20.88,18.02
22,17,21.62,19.72
20,18,20.85,18.5
22,17,20.97,19.67
21,17,22.75,18.12
23,18,20.82,17.5
27,17,20.77,17.5
21,19,20.92,18.53
23,18,20.23,19.57
23,17,20.3,18.98
25,18,22.48,18.3
24,19,19.55,17.77
27,16,21.8,18.33
22,18,20.5,18.38
24,17,21.97,20.3
24,17,21.92,18.67
28,17,21.05,19.93
23,18,21.37,19.93
24,16,20.37,19.27
25,19,21.38,17.5
24,20,21.3,18.95
22,17,21.75,18.82
23,16,20.1,20.17
24,20,20.97,18.5
23,17,21.05,18.37
27,16,21.08,19.73
24,18,20.78,17.58
26,16,19.58,19.1
27,16,22.02,18.38
22,19,21.7,19.15
25,18,20.22,18.55
23,16,19.25,17.5
24,17,19.9,18.37
23,16,20.73,18.42
26,19,20.3,18.65
24,17,21.23,19.53
25,20,19.05,19.18
21,17,18.82,18.93
21,19,22.27,18.5
22,18,21.5,19.08
26,17,21.55,19.52
22,17,19.35,18.73
23,16,22.03,18.13
24,17,20.6,18.43
25,17,21.75,18.02
25,18,21.08,17.9
26,17,22.13,18.88
22,16,20.78,19.97
24,18,22.25,18.88
25,17,22.57,18.7
20,17,20.13,19.78
24,16,22.35,17.5
27,16,20.93,18.17
21,18,21.15,20.02
24,18,22.58,18.37
22,21,21.6,18.25
27,17,20.38,18.9
23,17,20.05,17.72
27,17,20.37,19.07
26,16,21.62,17.93
22,16,21.83,18.82
22,17,21.05,18.5
28,20,21.8,17.5
26,16,20.75,18.92
26,18,20.33,18.5
28,16,20.82,18.15
23,17,21,18.33
24,19,20.8,17.85
23,17,21.87,18.2
24,17,21.12,20.18
22,17,20.72,18.57
25,17,21.35,18.43
25,16,20.97,18.68
25,16,22.4,18.52
27,16,19.92,17.93
21,19,20.53,18.07
22,19,21.43,18.18
28,18,22.2,18.07
27,22,20.38,19.48
24,16,20.32,18.9
25,19,21.47,18
25,17,21.27,19.3
23,18,25.33,18.62
22,19,20.55,17.5
26,18,20.43,17.87
22,16,21.93,19.23
29,18,20.92,18.75
22,16,20.93,18.68
23,17,20.87,18.37
22,18,20.65,18.77
25,19,21.18,19.07
21,17,20.5,19.13
24,18,20.98,18.1
23,17,21.67,18.37
20,17,21.1,20.35
26,18,22.27,20.25
22,16,21.58,17.5
22,18,21.9,17.7
23,16,21.27,19.62
25,16,22.15,18.7
24,17,21.9,19.2
21,18,20.57,18.22
21,18,20.42,17.92
24,19,22.4,19.02
24,19,22.08,18.93
25,17,21.67,17.5
23,16,23.1,18.68
24,17,20.57,17.75
21,20,21.15,18.42
24,18,20.73,17.5
24,16,21.28,17.52
28,17,21.5,18.72
25,20,21.18,18.17
22,16,22.47,19.03
22,17,22.8,17.5
24,17,20.68,17.87
23,16,21.17,17.5
26,17,20.47,18.75
23,16,21.12,18.27
24,16,20.03,18.52
24,16,21.22,18.17
24,17,21.72,19.07
25,17,21.7,17.5
22,19,20.48,19.12
23,16,23.25,17.5
25,18,21.58,18.87
21,16,20.1,18.88
21,16,20.38,19.4
28,19,21.67,17.97
20,16,20.57,18
25,16,22.32,18.55
25,19,21.27,17.68
25,16,21.23,18.53
23,20,20.58,18.38
25,16,20.83,19.03
24,18,19.68,18.52
23,16,20.88,19.68
21,18,21.58,17.93
24,17,21.25,18.68
23,16,20.17,19.03
25,18,19.45,18.53
22,17,20.82,19.57
29,17,20.92,18.15
26,16,21.17,19.3
25,17,22.13,20
28,17,20.43,18.63
21,17,20.37,20.72
23,17,20.38,19.65
25,17,21.27,18.02
22,16,22.07,18.22
22,17,20.52,18.88
23,18,22.23,19.27
26,17,20.87,17.5
25,19,20.27,17.78
25,17,22.73,18.2
27,20,23.88,17.5
25,17,22.67,19.28
25,19,21.43,19.48
26,19,19.02,17.67
21,17,21.52,19.22
23,16,20.68,20.73
24,20,21.53,18.43
25,18,20.52,17.5
21,17,21.2,18.85
24,19,18.98,18.17
25,19,21.25,17.78
20,17,23.12,17.5
25,16,23.2,19.63
26,17,21.93,18.58
25,17,21.08,18.67
24,21,21.57,18.15
21,17,19.37,18.42
23,21,20.77,19.2
26,16,21.85,18.28
25,18,21.6,18.4
25,19,20.75,18.88
20,18,23.13,18.48
24,16,20.78,19.37
24,16,19.68,18.57
23,18,20.82,18.17
20,17,22.18,19.35
24,18,23.47,18.25
21,17,22.05,19.35
22,16,21.43,17.97
24,16,20.77,19.35
22,17,22.25,18.55
22,17,19.43,17.53
25,18,19.92,18.5
26,18,22,19.6
24,18,21.07,17.5
22,19,20.02,18.32
26,16,22.35,19.22
21,18,22.03,18.17
27,17,21.53,18.78
26,18,19.43,17.88
21,16,21.55,19.42
25,16,21.42,18.12
26,18,21.58,17.5
26,17,20.87,18.98
25,17,22.05,19.2
24,17,19.85,18.68
22,17,21.25,19.4
24,16,20.6,17.53
23,19,20.28,18.62
24,19,19.4,18.93
23,19,23.35,18.75
23,16,21.68,17.68
26,16,21.33,18.7
25,18,20.83,20.92
23,18,20.97,19.83
20,20,22.45,17.9
24,19,20.12,19.12
23,17,19.4,18.8
22,18,20.93,17.82
26,17,20.42,18.72
26,17,21.12,19.4
25,18,20.72,19.02
23,17,20.93,19.4
22,18,19.77,18.58
27,19,20.83,18.63
24,19,20.63,18.03
23,16,20.9,18.2
25,17,20.85,17.95
27,19,20.07,17.77
25,18,21.72,18.45
21,17,21.18,18
21,18,20.57,18.87
21,17,20.9,19.1
23,18,19.55,19.67
26,19,19.3,18.08
25,20,21.43,19.62
23,17,21.2,19.2
20,16,20.58,19.67
23,17,21.5,18.03
25,19,20,20
27,19,20.28,18.15
24,17,19.22,19.78
21,16,22.12,18.25
21,18,21.17,18.15
27,17,19.03,17.82
26,17,20.27,19.07
25,17,19.7,18.67
24,18,18.47,18.97
24,17,21.35,19.15
26,17,20.77,18.15
22,18,20.07,19.2
24,19,21.47,18.08
24,17,19.07,19.38
26,17,20.27,19.53
22,18,18.77,18.1
26,18,20.93,17.93
22,19,22.2,18.87
25,17,20.32,19.72
25,17,20.1,19.22
24,18,21.28,17.85
24,16,21.98,18.42
25,20,23.18,19.33
25,16,20.62,18.3
27,17,21.63,18.38
23,18,23.15,18.07
26,16,21.1,18.78
25,20,19.97,19.25
26,22,20.57,18.5
19,16,19.72,20.03
25,18,21.07,19.77
21,16,22.4,18.9
27,18,21.47,17.92
23,18,20.07,20.52
24,20,21.93,19.45
26,18,22.3,17.5
23,17,20.5,18.07
26,19,21.22,19.62
21,17,20.88,18.48
25,18,21.85,18.1
25,18,21.35,18.02
26,18,20.4,19.53
25,18,20.9,18.1
23,20,21.88,19.53
23,17,21.08,18.35
29,17,20.18,17.95
21,17,19.08,19.12
20,18,20.62,18.75
23,18,20.97,19.37
23,20,21.18,18.2
25,20,22.37,18.08
28,17,19.5,19.47
26,17,21.28,17.83
27,18,21.97,18.2
22,18,19.53,18.4
20,19,20.05,19.37
21,19,19.47,19.33
23,19,21.77,18.57
25,16,19.63,17.98
26,18,20.25,18.47
29,18,20.62,19.32
24,17,20.7,17.73
24,17,21.12,18.25
22,17,20.85,18.87
26,17,20.57,19.2
26,17,21.38,18.53
27,18,20.37,20.45
25,17,20.53,18.97
23,17,20.8,19.38
22,19,21,18.3
22,17,22.13,19.1
22,18,21.55,18.82
24,16,20.32,18.17
23,17,19.88,18.32
24,17,20.12,17.82
24,18,20.42,19.37
25,16,23.47,19.17
23,19,19.55,18.87
27,20,21.88,18.47
22,19,19.98,18.85
23,16,21.75,18.3
25,17,21.83,18.47
25,19,21.82,18.88
22,21,19.87,19.42
23,19,20.77,18.78
26,16,21.83,19.2
24,16,23.45,19.95
25,17,21.1,18.9
25,19,21.9,18.83
24,17,21.52,18.53
22,16,19.2,17.5
23,16,21.9,17.98
23,18,20.25,17.78
25,17,20.97,20.7
24,19,23.42,19.68
28,20,20.35,19.97
21,16,20.13,18.87
23,18,19.37,17.85
25,17,20.53,18.4
27,17,22.67,20.52
23,17,22.93,18.92
28,16,22.05,17.62
25,16,20.6,18.58
25,17,22.95,19.35
28,21,20.05,19.25
23,17,21.6,17.98
26,19,20.75,17.78
25,17,22.22,18.62
25,16,19.7,18.42
23,17,21.4,18
25,19,21.4,19.23
24,18,20.93,19.12
18,17,20.93,19.55
22,17,19.62,18.23
22,18,20.85,17.83
29,16,20.65,18.42
25,17,20.8,18.07
23,17,21.22,19.6
25,20,20.4,19.57
22,16,18.97,18.23
21,16,21.63,18.92
22,18,22.42,18.17
21,17,21.03,18.17
23,20,22.25,18.5
24,19,19.88,19.08
23,16,20.92,18.58
26,19,20.08,17.5
26,17,21.45,19
27,16,21.17,19.07
24,16,20.53,19.23
22,18,21.33,18.53
25,16,22.08,18
27,18,19.8,18.12
24,16,21.45,19.8
24,17,20.27,19.72
25,19,21.27,18.15
24,18,19.63,18.78
27,17,20.82,19.05
21,17,20.6,18.25
26,16,21.35,19.45
24,17,20.07,18.85
23,17,21.55,18.43
24,17,21.63,18.48
23,18,21.02,18.62
23,19,19.67,17.78
26,18,21.05,19.6
23,18,21.3,19.2
22,17,20.9,17.93
18,17,20,18.57
25,17,21.32,21.38
23,18,20.8,17.5
28,17,23.15,19
24,18,20.42,19.27
25,17,23.02,18.33
23,17,22.28,17.5
22,18,19.85,17.5
25,17,20.13,18.9
24,18,20.77,17.5
24,17,22.33,19.83
26,17,21.47,17.95
21,17,21.72,19.4
24,18,19.82,18.48
26,17,19.97,18.42
23,18,21.83,19.63
24,17,20.15,18.15
22,18,19.95,17.5
27,19,21.35,19.28
26,16,20.58,19.25
23,16,22.25,18.5
22,20,20.13,19.3
26,18,20.25,17.63
22,17,20.65,20.15
23,19,19.48,18.35
28,17,21.2,20
23,21,22.38,19.8
27,18,21.2,20.33
26,19,19.98,19.27
24,18,20.12,17.98
24,17,19.75,20.43
26,17,20.83,20.2
23,17,20.03,18.02
22,17,21.42,17.57
22,18,20.22,17.85
24,21,21.7,19.58
20,17,19.85,17.77
25,20,20.6,19.83
25,16,20.07,18.53
24,20,21.08,19.95
24,17,21.07,17.5
20,20,22.23,19.12
21,18,20.07,17.5
27,17,21.93,18.67
23,16,22.42,17.5
25,16,20.12,18.17
22,17,19.1,18.95
23,19,21.18,18.25
23,16,20.43,18.12
22,17,21.98,18.97
25,17,21.2,18.88
23,17,21.97,18.13
25,17,20.92,18.02
21,18,21.4,20.92
25,17,20.47,19.98
25,17,21.52,19.12
29,17,20.57,17.68
27,16,21.75,18.62
25,17,20.77,18.25
25,16,20.95,17.87
23,17,22.82,17.85
25,17,18.75,19.33
24,18,21.07,18.97
22,17,22.85,17.8
25,17,20,19.6
22,19,20.18,18.85
21,19,21.32,19.27
26,16,21,18.17
21,16,20.63,19.15
25,17,21.9,18.32
24,18,22.37,18.9
23,17,21.1,20.47
23,18,21.1,18.87
22,19,20.38,18.3
21,18,21.37,17.92
24,19,21.9,19.48
24,18,19.98,19.35
27,18,20.55,18.1
26,17,20.07,18.03
26,16,19.65,19.23
27,20,20.35,17.93
27,16,19.07,18.02
19,17,20.65,17.5
26,20,21.92,18.55
22,18,21.03,19.65
25,18,19.8,19.08
20,17,22.57,17.5
24,17,22.22,19.3
25,16,21.85,19.52
28,18,21.25,18.07
24,16,19.2,19.08
24,19,21.47,19.62
25,16,18.83,18.37
22,16,20.87,17.97
27,18,18.4,18.22
22,18,22.88,19.15
25,20,20.9,18.5
26,17,21.98,18.87
27,18,21.78,19.18
26,17,19.8,18.35
26,16,20.2,19.75
22,17,21.92,19.35
23,18,19.07,17.82
21,17,20.27,18.72
